"","...1","Disease","Enrichment.biomarker","Biomarker.relationship","Biomarker.logical.conditions","Marker.type","Drug","Targets","Study.Phase..comparator.","Clinical.State.and.treatment.setting","Primary.End.Point","clinicaltrials.gov.reference","Raw.Text","annotator","STATUS","validator","URL","drug_drugbank_standard","drug_pubchem","biomarker_ensembl_standard","diseases_EFO_MONDO_standard","biomarker_term","QC"
"221",221,"TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR, EphA2","Negative, Negative, Negative, Positive","AND, AND, AND","Protein Expression, Protein expression, Protein expression, Protein Expression","BT5528, NIVOLUMAB","EphA2, UNK","I/II","Advanced, First&Second  line","Number of participants receiving BT5528 alone and in combination with nivolumab with treatment-emergent adverse events, Maximum tolerated dose (MTD) by the number of participants with dose limiting toxicities from BT5528 treatment alone and in combination with nivolumab , Objective response rate by RECIST 1.1 in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab, Duration of response by RECIST 1.1 in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab, Clinical benefit rate by RECIST 1.1 in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab , Time to tumor progression by RECIST 1.1 in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab, Progression free survival by RECIST 1.1 in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab, Progression free survival at 6 months by RECIST 1.1 in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab, Overall survival at 1 year in participants with selected solid tumor indications receiving BT5528 treatment alone and in combination with nivolumab","NCT04180371","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04180371","NA,DB09035","NA, NA","ENSG00000141736, NA, ENSG00000082175, ENSG00000142627","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND EPHA2 PROTEIN EXPRESSION POSITIVE","failed drug"
"222",222,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","ATEZOLIZUMAB, G100","UNK, UNK","II","Advanced, First&Second line","Assessment of the antitumor activity of atezolizumab combined with G100 and radiotherapy (independently for each population).","NCT03915678","Included other cancers, but had the specific breast cancer trial specifically explained, also required radiotherapy","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03915678","DB11595,NA","NA, 159968","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"223",223,"ADVANCED TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","DKY709, PDR001","UNK, PDL1/PDL2","I","Advanced, Second Line","Safety of DKY709 single agent treatment or DKY709 in combination with PDR001, incidence of Dose Limiting Toxicities, Tolerability of DKY709 single agent treatment or DKY709 in combination with PDR00","NCT03891953","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03891953","NA,NA","NA, NA","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"224",224,"ADVANCED TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","TRX518, CYCLOPHOSPHAMIDE, AVELUMAB","UNK, UNK, UNK","I/II","Advanced, Second Line","Number of subjects with dose limiting toxicities which will be graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI-CTCAE v5.0), Identify the recommended Phase 2 dose (RP2D) of CTX in combination with fixed doses of TRX518 ± avelumab, Efficacy in Breast and Ovarian Cancer Groups: objective response rate","NCT03861403","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03861403","NA,DB00531,DB11945","NA, 2907, NA","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"225",225,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein expression, Protein expression","TRX518, CYCLOPHOSPHAMIDE, AVELUMAB","UNK, UNK, UNK","I/II","Advanced, Second Line","Number of subjects with dose limiting toxicities which will be graded according to the National Cancer Institute Common Terminology Criteria for Adverse Events (NCI-CTCAE v5.0), Identify the recommended Phase 2 dose (RP2D) of CTX in combination with fixed doses of TRX518 ± avelumab, Efficacy in Breast and Ovarian Cancer Groups: objective response rate","NCT03861403","Included other cancers, but had the specific breast cancer trial specifically explained. Only postmenopausal women are eligible","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03861403","NA,DB00531,DB11945","NA, 2907, NA","ENSG00000141736, NA, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","failed drug"
"226",226,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","TREMELIMUMAB, DURVALUMAB","CTLA4, PDL1","II","Advanced, Second Line","Objective tumour response rate","NCT03982173","Included other cancers, but had the specific breast cancer trial specifically explained","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03982173","DB11771,DB11714","NA, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"227",227,"METASTATIC TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein expression, Protein expression","CB-839, TALAZOPARIB","UNK, UNK","I/II","Advanced, First&Second line","Safety and tolerability of CB-839 in combination with talazoparib: Number of participants with treatment related adverse events, Maximum tolerated dose and/ or Recommended Phase 2 Dose","NCT03875313","Exclusions: Receipt of any anticancer therapy within the following windows: small molecule tyrosine kinase inhibitor therapy (including investigational) within the prior 2 weeks or 5 half-lives prior to C1D1, whichever is longer; any type of anti-cancer antibody or cytotoxic chemotherapy within 4 weeks prior to C1D1; radiation therapy for bone metastasis within 2 weeks prior or any other external radiation therapy within 4 weeks prior to C1D1; patients with clinically relevant ongoing complications from prior radiation therapy are not eligible.","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT03875313","NA,DB11760","71577426, 135565082","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"228",228,"LOCALLY ADVANCED BREAST CANCER","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","IPATASERTIB, FULVESTRANT, LETROZOLE, PALBOCICLIB","AKT, UNK, Aromatase, CDK4/CDK6","I","Advanced, Second line","Incidence of Treatment-Emergent Adverse Events ","NCT03959891","Had different drug combinations, for postmenopausal women only","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03959891","DB11743,DB00947,DB01006,DB09073","24788740, 104741, 3902, 11478676","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","pass"
"229",229,"INVASIVE DUCTAL BREAST CANCER (STAGES I-III)","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND","Protein Expression, Protein Expression, Protein Expression","TAMOXIFEN CITRATE, LETROZOLE, EXEMESTANE","UNK, UNK, UNK","II","Advanced&Non-advanced, First Line","Change in percent expression of Ki67 measured by immunohistochemistry, Change in percent expression of Ki67 measured by single-gene read out","NCT04129216","Trial treats pts, but were also studying the changes in genetic profiles","TVV","NA","NA","https://ClinicalTrials.gov/show/NCT04129216","NA,DB01006,DB00990","2733525, 3902, 60198","ENSG00000141736, NA, ENSG00000082175","EFO_0000186","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND PGR PROTEIN EXPRESSION POSITIVE","pass"
"230",230,"NON-METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND","Protein Expression, Protein Expression, Protein Expression","PELAREOREP, LETROZOLE, ATEZOLIZUMAB","UNK, UNK, UNK","II","First Line","Changes from baseline in a score for tumor cellularity and tumor infiltrating lymphocytes (CelTIL score) in women with operable early breast cancer treated with pelareorep in combination with different therapies. [ Time Frame: The CelTIL score will be measured from on-treatment tumor biopsies collected at baseline (pre-treatment), day 3, and at time of surgery","NCT04102618","only postmenopausal women","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04102618","NA,DB01006,DB11595","NA, 3902, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND PGR PROTEIN EXPRESSION POSITIVE","failed drug"
"231",231,"NON-METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","ATEZOLIZUMAB, PELAREOREP","UNK, UNK","II","First Line","Changes from baseline in a score for tumor cellularity and tumor infiltrating lymphocytes (CelTIL score) in women with operable early breast cancer treated with pelareorep in combination with different therapies. [ Time Frame: The CelTIL score will be measured from on-treatment tumor biopsies collected at baseline (pre-treatment), day 3, and at time of surgery","NCT04102618","only postmenopausal women","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04102618","DB11595,NA","NA, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"232",232,"NON-METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Positive, Positive, Positive","AND, AND","Protein Expression&amplification, protein expression, protein expression","PELAREOREP, TRASTUZUMAB, ATEZOLIZUMAB","UNK, UNK, UNK","II","First Line","Changes from baseline in a score for tumor cellularity and tumor infiltrating lymphocytes (CelTIL score) in women with operable early breast cancer treated with pelareorep in combination with different therapies. [ Time Frame: The CelTIL score will be measured from on-treatment tumor biopsies collected at baseline (pre-treatment), day 3, and at time of surgery","NCT04102618","only postmenopausal women","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04102618","NA,DB00072,DB11595","NA, 3001322, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND PGR PROTEIN EXPRESSION POSITIVE","failed drug"
"233",233,"NON-METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Positive, Negative, Negative","AND, AND","Protein Expression&amplification, protein expression, protein expression","PELAREOREP, TRASTUZUMAB, ATEZOLIZUMAB","UNK, UNK, UNK","II","First Line","Changes from baseline in a score for tumor cellularity and tumor infiltrating lymphocytes (CelTIL score) in women with operable early breast cancer treated with pelareorep in combination with different therapies. [ Time Frame: The CelTIL score will be measured from on-treatment tumor biopsies collected at baseline (pre-treatment), day 3, and at time of surgery","NCT04102618","only postmenopausal women","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04102618","NA,DB00072,DB11595","NA, 3001322, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","failed drug"
"234",234,"LOCALLY ADVANCED BREAST CANCER","ERBB2, ERS1, PGR","Positive, Negative/Positive, Negative/Positive","AND, AND/OR","Protein Expression&amplification, protein expression, protein expression","PERTUZUMAB, TRASTUZUMAB, PACLITAXEL, DOXORUBICIN, CYCLOPHOSPHAMIDE, DOCETAXEL, CARBOPLATIN, PEGFILGRASTIM","UNK, UNK, UNK, UNK, UNK, UNK, UNK, UNK","II","First Line","pCR rates ","NCT03329378","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03329378","DB06366,DB00072,DB01229,DB00997,DB00531,DB01248,DB00958,DB00019","NA, 3001322, 36314, 443939, 2907, 148124, 56840877, NA","ENSG00000141736, NA, ENSG00000082175","MONDO_0007254","ERBB2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE/POSITIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE/POSITIVE","pass"
"235",235,"INVASIVE TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR","Negative, Negative, Negative","AND, AND","Protein Expression, Protein Expression, Protein Expression","DURVALUMAB, OLAPARIB, AZD6738","PDL1, PARP, ATR","II","First Line","Cohorts B and C co-primary endpoint #1: Change in mean proliferation index (as measured by tumour cell Ki67 immunohistochemistry) post WOP intervention within post-treatment biopsy compared to pre-treatment baseline biopsy, Cohorts B and C co-primary endpoint #2: Changes in the proliferation gene expression signature post WOP intervention within the post-treatment biopsy compared to pre-treatment baseline biopsy, Cohort D co-primary endpoint #1: Change in CD8+ TILs post anti-PD-L1 immunotherapy within the post-treatment biopsy compared to pre-treatment baseline biopsy, assessed using immunohistochemistry, Cohort D co-primary endpoint #2: Changes in the interferon gamma-positive (IFNγ+) signature post WOP intervention within the post-treatment biopsy compared to pre-treatment baseline biopsy","NCT03740893","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03740893","DB11714,DB09074,NA","NA, 23725625, 54761306","ENSG00000141736, NA, ENSG00000082175","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE","pass"
"236",236,"METASTATIC BREAST CANCER","ERBB2, ERS1","Negative, Positive","AND","Protein Expression, Protein Expression","NIVOLUMAB, NAB-PACLITAXEL, IPILIMUMAB","UNK, UNK, UNK","I","Advanced, Second line","Incidence of Adverse Events (AEs), Incidence of Serious Adverse Events (SAEs), Adverse Events (AEs) leading to dose and asset limiting toxicity (DALT), Adverse Events (AEs) leading to discontinuation, Incidence of laboratory abnormalities","NCT04132817","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04132817","DB09035,NA,DB06186","NA, 36314, NA","ENSG00000141736, NA","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE","pass"
"237",237,"METASTATIC BREAST CANCER","ERBB2, ERS1, PGR","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Protein Expression, Protein Expression","LY3295668 ERBUMINE, MIDAZOLAM, ENDOCRINE THERAPY","UNK, UNK, UNK, UNK","I","Advanced, First line","Number of Participants with Dose Reductions , Part II: Number of Participants with Dose Limiting Toxicities (DLTs), Overall Response Rate (ORR), Duration of Response (DoR)","NCT03955939","NA","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03955939","NA,DB00683,NA","NA, 4192, NA","ENSG00000141736, NA, ENSG00000082175","EFO_1000984","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE","failed drug"
"238",238,"LOCALLY ADVANCED BREAST CANCER","ERBB2, ERS1, PGR, FGFR2","Negative, Positive, Positive, Positive","AND, AND/OR, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression&Amplification","FUTIBATINIB, FULVERSTRANT","FGFR, UNK","II","Advanced, Second line","Overall Response Rate (ORR) , Clinical Benefit Rate (CBR), 6-month Progression-free Survival (PFS) rate","NCT04024436","had different cohorts with different biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04024436","DB15149,NA","71621331, NA","ENSG00000141736, NA, ENSG00000082175, ENSG00000066468","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE AND FGFR2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE","pass"
"239",239,"LOCALLY ADVANCED BREAST CANCER","ERBB2, ERS1, PGR, FGFR2","Negative, Negative, Negative, Positive","AND, AND/OR, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression&Amplification","FUTIBATINIB","FGFR","II","Advanced, Second line","Overall Response Rate (ORR) , Clinical Benefit Rate (CBR), 6-month Progression-free Survival (PFS) rate","NCT04024436","had different cohorts with different biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04024436","DB15149","71621331","ENSG00000141736, NA, ENSG00000082175, ENSG00000066468","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND/OR PGR PROTEIN EXPRESSION NEGATIVE AND FGFR2 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE","pass"
"240",240,"LOCALLY ADVANCED BREAST CANCER","ERBB2, ERS1, PGR, FGFR1","Negative, Positive, Positive, Positive","AND, AND/OR, AND","Protein Expression, Protein Expression, Protein Expression, Protein Expression&Amplification","FUTIBATINIB, FULVERSTRANT","FGFR, UNK","II","Advanced, Second line","Overall Response Rate (ORR) , Clinical Benefit Rate (CBR), 6-month Progression-free Survival (PFS) rate","NCT04024436","had different cohorts with different biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT04024436","DB15149,NA","71621331, NA","ENSG00000141736, NA, ENSG00000082175, ENSG00000077782","MONDO_0007254","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION POSITIVE AND/OR PGR PROTEIN EXPRESSION POSITIVE AND FGFR1 PROTEIN EXPRESSION&AMPLIFICATION POSITIVE","pass"
"241",241,"UNRESECTABLE TRIPLE NEGATIVE BREAST CANCER","ERBB2, ERS1, PGR, BRCA1, BRCA2","Negative, Negative, Negative, Negative, Negative","AND, AND, AND, AND","Protein Expression, Protein expression, Protein expression, Mutation, Mutation","GEDATOLISIB, TALAZOPARIB","PI3K/mTOR, PARP","I/II","Advanced, Second line","Maximum Tolerated Dose (MTD) of talazoparib in combination with gedatolisib, Objective Response Rate (ORR) (Phase II)","NCT03911973","had different cohorts with different biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03911973","DB11896,DB11760","44516953, 135565082","ENSG00000141736, NA, ENSG00000082175, ENSG00000012048, ENSG00000139618","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND ERS1 PROTEIN EXPRESSION NEGATIVE AND PGR PROTEIN EXPRESSION NEGATIVE AND BRCA1 MUTATION NEGATIVE AND BRCA2 MUTATION NEGATIVE","pass"
"242",242,"UNRESECTABLE TRIPLE NEGATIVE BREAST CANCER","ERBB2, BRCA1, BRCA2","Negative, Positive, Positive","AND, AND/OR","Protein Expression, Mutation, Mutation","GEDATOLISIB, TALAZOPARIB","PI3K/mTOR, PARP","I/II","Advanced, Second line","Maximum Tolerated Dose (MTD) of talazoparib in combination with gedatolisib, Objective Response Rate (ORR) (Phase II)","NCT03911973","had different cohorts with different biomarkers","TVV","NA","NA","https://clinicaltrials.gov/ct2/show/NCT03911973","DB11896,DB11760","44516953, 135565082","ENSG00000141736, ENSG00000012048, ENSG00000139618","EFO_0005537","ERBB2 PROTEIN EXPRESSION NEGATIVE AND BRCA1 MUTATION POSITIVE AND/OR BRCA2 MUTATION POSITIVE","pass"
